year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,23,1912,1915,-3,2145,2137,8,EV,4085,N12163,EWR,OMA,196,1134,19,15,2013-01-24T00:00:00Z
2013,4,24,1031,1030,1,1356,1410,-14,VX,23,N845VA,JFK,SFO,355,2586,10,30,2013-04-24T14:00:00Z
2013,3,1,1157,1200,-3,1424,1529,-65,DL,863,N717TW,JFK,LAX,303,2475,12,0,2013-03-01T17:00:00Z
2013,10,28,2126,2130,-4,2231,2240,-9,EV,4509,N26545,EWR,PWM,49,284,21,30,2013-10-29T01:00:00Z
2013,12,22,1756,1652,64,1928,1822,66,EV,5910,N13550,EWR,PIT,59,319,16,52,2013-12-22T21:00:00Z
2013,7,8,2229,1840,229,36,2109,207,9E,4245,N8736A,JFK,CHS,93,636,18,40,2013-07-08T22:00:00Z
2013,11,11,1732,1559,93,1911,1746,85,B6,1105,N317JB,JFK,ORD,133,740,15,59,2013-11-11T20:00:00Z
2013,8,2,700,700,0,950,1004,-14,DL,763,N194DN,JFK,LAX,313,2475,7,0,2013-08-02T11:00:00Z
2013,9,27,906,912,-6,1018,1025,-7,B6,208,N284JB,JFK,PWM,53,273,9,12,2013-09-27T13:00:00Z
2013,10,30,931,940,-9,1104,1120,-16,AA,317,N549AA,LGA,ORD,117,733,9,40,2013-10-30T13:00:00Z
2013,6,13,2147,2023,84,2349,2229,80,EV,4536,N14562,EWR,CVG,96,569,20,23,2013-06-14T00:00:00Z
2013,11,12,746,750,-4,1104,1040,24,MQ,3052,N509MQ,JFK,TPA,151,1005,7,50,2013-11-12T12:00:00Z
2013,3,30,1549,1550,-1,1834,1858,-24,9E,3325,N933XJ,JFK,DFW,200,1391,15,50,2013-03-30T19:00:00Z
2013,1,25,1253,1300,-7,1536,1537,-1,DL,781,N672DL,LGA,ATL,131,762,13,0,2013-01-25T18:00:00Z
2013,2,11,1300,1200,60,1448,1330,78,MQ,4601,N513MQ,LGA,BNA,135,764,12,0,2013-02-11T17:00:00Z
2013,7,6,NA,1300,NA,NA,1540,NA,AA,1033,N4YKAA,EWR,DFW,NA,1372,13,0,2013-07-06T17:00:00Z
2013,4,26,633,640,-7,836,846,-10,EV,4535,N17159,EWR,MSP,157,1008,6,40,2013-04-26T10:00:00Z
2013,10,10,1243,1154,49,1354,1308,46,EV,3807,N12967,EWR,ORF,57,284,11,54,2013-10-10T15:00:00Z
2013,5,1,729,700,29,835,830,5,UA,1430,N78501,LGA,ORD,101,733,7,0,2013-05-01T11:00:00Z
2013,2,12,915,915,0,1059,1038,21,B6,20,N265JB,JFK,ROC,56,264,9,15,2013-02-12T14:00:00Z
2013,9,1,825,825,0,1109,1148,-39,UA,397,N508UA,JFK,SFO,325,2586,8,25,2013-09-01T12:00:00Z
2013,11,30,759,800,-1,1054,1111,-17,B6,1511,N612JB,EWR,RSW,151,1068,8,0,2013-11-30T13:00:00Z
2013,12,23,549,551,-2,838,851,-13,UA,471,N462UA,EWR,TPA,151,997,5,51,2013-12-23T10:00:00Z
2013,5,24,804,740,24,910,900,10,WN,3052,N948WN,EWR,MDW,101,711,7,40,2013-05-24T11:00:00Z
2013,3,17,1024,1030,-6,1328,1340,-12,AA,19,N327AA,JFK,LAX,340,2475,10,30,2013-03-17T14:00:00Z
2013,9,22,1946,1940,6,2052,2100,-8,UA,1703,N37468,EWR,BOS,40,200,19,40,2013-09-22T23:00:00Z
2013,1,31,1945,1810,95,2235,2104,91,UA,812,N820UA,EWR,LAS,310,2227,18,10,2013-01-31T23:00:00Z
2013,12,15,738,741,-3,1026,1046,-20,UA,450,N854UA,EWR,DFW,196,1372,7,41,2013-12-15T12:00:00Z
2013,11,23,1808,1815,-7,2111,2135,-24,AA,1611,N3HGAA,LGA,MIA,154,1096,18,15,2013-11-23T23:00:00Z
2013,8,18,1945,1930,15,2154,2156,-2,9E,3285,N604LR,JFK,MSY,165,1182,19,30,2013-08-18T23:00:00Z
2013,10,2,1500,1501,-1,1658,1702,-4,EV,4144,N21130,EWR,CHS,88,628,15,1,2013-10-02T19:00:00Z
2013,7,14,2326,2231,55,311,226,45,B6,1203,N584JB,JFK,SJU,208,1598,22,31,2013-07-15T02:00:00Z
2013,5,31,1901,1803,58,2015,1947,28,UA,589,N456UA,EWR,ORD,108,719,18,3,2013-05-31T22:00:00Z
2013,11,8,1822,1830,-8,1956,1950,6,MQ,3486,N504MQ,LGA,BNA,116,764,18,30,2013-11-08T23:00:00Z
2013,10,14,953,1000,-7,1138,1130,8,EV,5736,N825AS,LGA,IAD,54,229,10,0,2013-10-14T14:00:00Z
2013,10,1,759,755,4,940,935,5,MQ,3363,N816MQ,JFK,RDU,62,427,7,55,2013-10-01T11:00:00Z
2013,1,8,1907,1904,3,2056,2109,-13,EV,4175,N16918,EWR,CLT,86,529,19,4,2013-01-09T00:00:00Z
2013,10,1,2024,2030,-6,2202,2251,-49,EV,5209,N371CA,LGA,CHS,82,641,20,30,2013-10-02T00:00:00Z
2013,8,3,1932,1935,-3,2213,2220,-7,9E,3429,N936XJ,JFK,JAX,117,828,19,35,2013-08-03T23:00:00Z
2013,11,11,749,750,-1,1007,1012,-5,EV,4407,N41104,EWR,OMA,180,1134,7,50,2013-11-11T12:00:00Z
2013,8,12,1956,2005,-9,2317,2307,10,UA,806,N828UA,EWR,LAX,343,2454,20,5,2013-08-13T00:00:00Z
2013,1,16,1616,1600,16,1734,1717,17,US,2181,N709UW,LGA,DCA,51,214,16,0,2013-01-16T21:00:00Z
2013,1,23,632,635,-3,923,939,-16,UA,1627,N17719,EWR,PBI,151,1023,6,35,2013-01-23T11:00:00Z
2013,8,28,1259,1300,-1,1605,1555,10,VX,165,N630VA,EWR,LAX,307,2454,13,0,2013-08-28T17:00:00Z
2013,5,22,1753,1730,23,2036,1956,40,F9,797,N216FR,LGA,DEN,227,1620,17,30,2013-05-22T21:00:00Z
2013,7,1,1401,1235,86,1602,1430,92,EV,4118,N12552,EWR,DTW,81,488,12,35,2013-07-01T16:00:00Z
2013,6,15,1329,1330,-1,1616,1622,-6,B6,431,N579JB,LGA,SRQ,140,1047,13,30,2013-06-15T17:00:00Z
2013,2,20,659,700,-1,936,1007,-31,UA,1636,N71411,EWR,PBI,140,1023,7,0,2013-02-20T12:00:00Z
2013,12,25,808,809,-1,1102,1114,-12,B6,901,N566JB,JFK,FLL,148,1069,8,9,2013-12-25T13:00:00Z
2013,6,24,1156,1155,1,1400,1420,-20,WN,3074,N239WN,LGA,DEN,222,1620,11,55,2013-06-24T15:00:00Z
2013,11,21,1454,1459,-5,1755,1811,-16,UA,287,N451UA,EWR,AUS,216,1504,14,59,2013-11-21T19:00:00Z
2013,9,11,554,600,-6,648,659,-11,US,2167,N751UW,LGA,DCA,39,214,6,0,2013-09-11T10:00:00Z
2013,6,17,1237,1245,-8,1334,1355,-21,AA,1850,N3DNAA,JFK,BOS,38,187,12,45,2013-06-17T16:00:00Z
2013,9,8,1854,1900,-6,2133,2151,-18,B6,883,N563JB,JFK,MCO,123,944,19,0,2013-09-08T23:00:00Z
2013,12,16,644,645,-1,855,857,-2,9E,3769,N8775A,EWR,CVG,110,569,6,45,2013-12-16T11:00:00Z
2013,11,25,1921,1930,-9,2229,2230,-1,DL,1485,N905DE,LGA,MCO,139,950,19,30,2013-11-26T00:00:00Z
2013,5,13,1840,1845,-5,2113,2156,-43,DL,2391,N920DE,JFK,TPA,137,1005,18,45,2013-05-13T22:00:00Z
2013,2,14,1639,1640,-1,1903,1850,13,MQ,4540,N737MQ,LGA,DTW,105,502,16,40,2013-02-14T21:00:00Z
2013,4,7,2202,2001,121,5,2212,113,EV,4536,N21197,EWR,CVG,96,569,20,1,2013-04-08T00:00:00Z
2013,8,29,1758,1800,-2,2027,2102,-35,B6,359,N644JB,JFK,BUR,300,2465,18,0,2013-08-29T22:00:00Z
2013,4,30,839,840,-1,1140,1143,-3,B6,901,N624JB,JFK,FLL,158,1069,8,40,2013-04-30T12:00:00Z
2013,5,16,1214,1210,4,1316,1325,-9,WN,149,N935WN,EWR,MDW,107,711,12,10,2013-05-16T16:00:00Z
2013,5,2,642,645,-3,838,912,-34,UA,295,N471UA,EWR,DEN,212,1605,6,45,2013-05-02T10:00:00Z
2013,7,23,626,630,-4,734,750,-16,EV,4241,N15574,EWR,DCA,41,199,6,30,2013-07-23T10:00:00Z
2013,11,8,1548,1555,-7,1711,1740,-29,EV,5091,N753EV,LGA,PIT,60,335,15,55,2013-11-08T20:00:00Z
2013,8,22,1027,1005,22,1241,1120,81,MQ,3611,N0EGMQ,EWR,ORD,133,719,10,5,2013-08-22T14:00:00Z
2013,6,22,1618,1620,-2,2009,1853,76,9E,3341,N917XJ,JFK,DTW,87,509,16,20,2013-06-22T20:00:00Z
2013,12,6,1242,1245,-3,1447,1449,-2,DL,1131,N943DL,LGA,DTW,85,502,12,45,2013-12-06T17:00:00Z
2013,12,6,1938,1940,-2,2119,2115,4,AA,363,N557AA,LGA,ORD,122,733,19,40,2013-12-07T00:00:00Z
2013,8,26,1114,1120,-6,1231,1230,1,B6,34,N374JB,JFK,BTV,50,266,11,20,2013-08-26T15:00:00Z
2013,4,1,1659,1700,-1,1943,1924,19,DL,2042,N310DE,EWR,ATL,115,746,17,0,2013-04-01T21:00:00Z
2013,8,20,2100,2025,35,2340,2321,19,B6,1295,N653JB,JFK,AUS,202,1521,20,25,2013-08-21T00:00:00Z
2013,7,25,649,655,-6,902,906,-4,US,71,N669AW,EWR,PHX,273,2133,6,55,2013-07-25T10:00:00Z
2013,12,27,1655,1459,116,1857,1700,117,EV,4326,N13978,EWR,CLT,92,529,14,59,2013-12-27T19:00:00Z
2013,9,8,1707,1715,-8,1816,1830,-14,B6,2580,N346JB,EWR,BOS,39,200,17,15,2013-09-08T21:00:00Z
2013,7,2,1235,1230,5,1333,1343,-10,UA,237,N470UA,EWR,BOS,41,200,12,30,2013-07-02T16:00:00Z
2013,12,26,1443,1450,-7,1658,1650,8,MQ,3199,N520MQ,LGA,CLT,95,544,14,50,2013-12-26T19:00:00Z
2013,2,25,631,630,1,834,845,-11,EV,4471,N29917,EWR,CLT,105,529,6,30,2013-02-25T11:00:00Z
2013,11,21,815,820,-5,1019,1021,-2,US,409,N640AW,EWR,CLT,90,529,8,20,2013-11-21T13:00:00Z
2013,5,1,1426,1430,-4,1800,1845,-45,AA,1635,N5FRAA,JFK,SJU,186,1598,14,30,2013-05-01T18:00:00Z
2013,9,27,1307,1304,3,1601,1554,7,UA,1641,N33103,EWR,MCO,122,937,13,4,2013-09-27T17:00:00Z
2013,3,10,731,730,1,1029,1110,-41,VX,11,N837VA,JFK,SFO,333,2586,7,30,2013-03-10T11:00:00Z
2013,7,6,1655,1700,-5,1757,1837,-40,EV,5432,N730EV,LGA,BNA,105,764,17,0,2013-07-06T21:00:00Z
2013,10,29,1015,1026,-11,1227,1221,6,EV,4412,N13124,EWR,DSM,177,1017,10,26,2013-10-29T14:00:00Z
2013,12,14,1357,1345,12,1557,1506,51,EV,4111,N19966,EWR,RIC,58,277,13,45,2013-12-14T18:00:00Z
2013,5,20,2312,1930,222,35,2139,176,9E,3416,N914XJ,JFK,RDU,61,427,19,30,2013-05-20T23:00:00Z
2013,10,26,1405,1415,-10,1534,1550,-16,AA,1170,N599AA,LGA,STL,130,888,14,15,2013-10-26T18:00:00Z
2013,12,13,1629,1630,-1,1924,1940,-16,UA,1242,N75429,EWR,FLL,155,1065,16,30,2013-12-13T21:00:00Z
2013,7,18,2143,2114,29,50,2358,52,UA,1740,N38268,EWR,IAH,200,1400,21,14,2013-07-19T01:00:00Z
2013,2,28,628,635,-7,747,805,-18,EV,4655,N12957,EWR,PIT,55,319,6,35,2013-02-28T11:00:00Z
2013,2,15,1930,1930,0,2123,2151,-28,9E,3798,N8969A,JFK,CLT,93,541,19,30,2013-02-16T00:00:00Z
2013,7,20,1724,1720,4,1952,1942,10,UA,235,N407UA,EWR,PHX,293,2133,17,20,2013-07-20T21:00:00Z
2013,1,27,910,905,5,1029,1029,0,B6,20,N184JB,JFK,ROC,62,264,9,5,2013-01-27T14:00:00Z
2013,2,11,1606,1452,74,1813,1655,78,DL,1231,N932DL,LGA,DTW,95,502,14,52,2013-02-11T19:00:00Z
2013,2,10,1714,1605,69,1909,1754,75,9E,3459,N922XJ,JFK,BNA,127,765,16,5,2013-02-10T21:00:00Z
2013,3,10,1813,1820,-7,2106,2150,-44,AA,119,N3GWAA,EWR,LAX,318,2454,18,20,2013-03-10T22:00:00Z
2013,8,28,2004,1900,64,2131,2030,61,US,2193,N740UW,LGA,DCA,45,214,19,0,2013-08-28T23:00:00Z
2013,9,13,556,600,-4,654,708,-14,B6,2180,N258JB,EWR,BOS,39,200,6,0,2013-09-13T10:00:00Z
2013,8,12,929,915,14,1235,1228,7,DL,2379,N331NW,LGA,FLL,143,1076,9,15,2013-08-12T13:00:00Z
2013,9,9,752,759,-7,1020,1049,-29,AA,1111,N3JYAA,LGA,DFW,176,1389,7,59,2013-09-09T11:00:00Z
2013,1,1,1802,1801,1,2125,2137,-12,UA,1165,N75429,EWR,LAX,340,2454,18,1,2013-01-01T23:00:00Z
2013,7,8,734,715,19,1034,958,36,UA,329,N580UA,EWR,SNA,305,2434,7,15,2013-07-08T11:00:00Z
2013,7,21,1301,1255,6,1402,1418,-16,EV,5837,N12900,EWR,RIC,47,277,12,55,2013-07-21T16:00:00Z
2013,6,26,618,620,-2,831,843,-12,DL,1743,N681DA,JFK,ATL,101,760,6,20,2013-06-26T10:00:00Z
2013,4,13,612,606,6,907,908,-1,UA,1170,N27213,EWR,FLL,152,1065,6,6,2013-04-13T10:00:00Z
2013,7,4,1725,1730,-5,2026,2108,-42,DL,841,N705TW,JFK,SFO,317,2586,17,30,2013-07-04T21:00:00Z
2013,4,2,653,700,-7,1003,1010,-7,AA,2279,N3BCAA,LGA,MIA,156,1096,7,0,2013-04-02T11:00:00Z
2013,7,19,2034,1859,95,2258,2121,97,FL,778,N997AT,LGA,ATL,107,762,18,59,2013-07-19T22:00:00Z
2013,10,28,920,930,-10,1218,1221,-3,B6,199,N521JB,LGA,MCO,134,950,9,30,2013-10-28T13:00:00Z
2013,1,31,626,630,-4,800,810,-10,B6,905,N339JB,JFK,ORD,124,740,6,30,2013-01-31T11:00:00Z
2013,11,8,746,725,21,958,945,13,MQ,3547,N834MQ,LGA,XNA,178,1147,7,25,2013-11-08T12:00:00Z
2013,8,22,1929,1859,30,2149,2150,-1,UA,1714,N76265,LGA,IAH,184,1416,18,59,2013-08-22T22:00:00Z
2013,8,28,628,630,-2,923,924,-1,B6,929,N552JB,JFK,RSW,150,1074,6,30,2013-08-28T10:00:00Z
2013,4,29,1355,1359,-4,1624,1629,-5,DL,2247,N688DL,LGA,ATL,112,762,13,59,2013-04-29T17:00:00Z
2013,5,28,1121,1125,-4,1312,1321,-9,EV,5386,N678CA,EWR,MSP,147,1008,11,25,2013-05-28T15:00:00Z
2013,4,16,635,640,-5,1028,846,NA,EV,4535,N16151,EWR,MSP,NA,1008,6,40,2013-04-16T10:00:00Z
2013,12,16,1954,1935,19,2156,2150,6,EV,5079,N750EV,LGA,MEM,144,963,19,35,2013-12-17T00:00:00Z
2013,9,1,2132,2140,-8,2243,2255,-12,MQ,3621,N849MQ,JFK,DCA,49,213,21,40,2013-09-02T01:00:00Z
2013,5,23,NA,1430,NA,NA,1627,NA,EV,4975,N754EV,EWR,MSP,NA,1008,14,30,2013-05-23T18:00:00Z
2013,6,25,1610,1500,70,1859,1750,69,AA,883,N502AA,EWR,DFW,170,1372,15,0,2013-06-25T19:00:00Z
2013,8,18,820,825,-5,1110,1139,-29,UA,397,N557UA,JFK,SFO,329,2586,8,25,2013-08-18T12:00:00Z
2013,11,1,1718,1530,108,2120,1845,155,AA,133,N332AA,JFK,LAX,317,2475,15,30,2013-11-01T19:00:00Z
2013,3,10,707,700,7,939,954,-15,UA,1592,N17245,EWR,MCO,135,937,7,0,2013-03-10T11:00:00Z
2013,12,4,948,945,3,1249,1235,14,VX,251,N841VA,JFK,LAS,341,2248,9,45,2013-12-04T14:00:00Z
2013,6,18,1754,1755,-1,2025,2010,15,MQ,3367,N735MQ,LGA,XNA,180,1147,17,55,2013-06-18T21:00:00Z
2013,2,23,1750,1745,5,1915,1930,-15,WN,2046,N455WN,EWR,MDW,115,711,17,45,2013-02-23T22:00:00Z
2013,5,10,1532,1535,-3,1753,1800,-7,MQ,4525,N713MQ,LGA,XNA,173,1147,15,35,2013-05-10T19:00:00Z
2013,9,19,1521,1520,1,1833,1814,19,UA,1600,N33132,EWR,LAX,337,2454,15,20,2013-09-19T19:00:00Z
2013,2,11,2118,1959,79,2257,2144,73,MQ,4423,N816MQ,JFK,RDU,78,427,19,59,2013-02-12T00:00:00Z
2013,2,20,1141,1140,1,1433,1445,-12,AA,1623,N3AVAA,EWR,MIA,149,1085,11,40,2013-02-20T16:00:00Z
2013,9,8,1544,1600,-16,1843,1906,-23,B6,1117,N583JB,LGA,TPA,132,1010,16,0,2013-09-08T20:00:00Z
2013,9,7,1100,1105,-5,1338,1350,-12,DL,695,N926DL,JFK,MCO,128,944,11,5,2013-09-07T15:00:00Z
2013,2,15,1956,2000,-4,2112,2139,-27,UA,695,N452UA,LGA,ORD,111,733,20,0,2013-02-16T01:00:00Z
2013,11,28,842,845,-3,1144,1206,-22,B6,795,N804JB,JFK,AUS,217,1521,8,45,2013-11-28T13:00:00Z
2013,5,20,756,800,-4,1042,1050,-8,B6,625,N306JB,JFK,HOU,207,1428,8,0,2013-05-20T12:00:00Z
2013,9,20,856,900,-4,1137,1158,-21,B6,795,N789JB,JFK,AUS,193,1521,9,0,2013-09-20T13:00:00Z
2013,2,24,950,955,-5,1212,1220,-8,MQ,4654,N504MQ,LGA,ATL,117,762,9,55,2013-02-24T14:00:00Z
2013,10,8,639,630,9,951,946,5,UA,1668,N38446,EWR,SFO,331,2565,6,30,2013-10-08T10:00:00Z
2013,11,13,1243,1245,-2,1529,1600,-31,AA,1697,N5BSAA,JFK,MIA,147,1089,12,45,2013-11-13T17:00:00Z
2013,6,2,1059,1100,-1,1227,1230,-3,WN,3297,N417WN,LGA,BNA,120,764,11,0,2013-06-02T15:00:00Z
2013,8,15,1721,1659,22,1958,1919,39,DL,2042,N364NB,EWR,ATL,120,746,16,59,2013-08-15T20:00:00Z
2013,5,5,2002,1955,7,2141,2139,2,EV,4533,N13133,LGA,CLE,62,419,19,55,2013-05-05T23:00:00Z
2013,1,3,1924,1905,19,2208,2235,-27,UA,1139,N79279,EWR,SFO,311,2565,19,5,2013-01-04T00:00:00Z
2013,2,15,1000,1000,0,1117,1139,-22,UA,434,N423UA,LGA,ORD,114,733,10,0,2013-02-15T15:00:00Z
2013,9,9,559,600,-1,705,659,6,US,2167,N712US,LGA,DCA,43,214,6,0,2013-09-09T10:00:00Z
2013,6,1,603,610,-7,745,807,-22,DL,1919,N972DL,LGA,MSP,144,1020,6,10,2013-06-01T10:00:00Z
2013,11,4,1726,1730,-4,1918,1928,-10,US,687,N673AW,EWR,CLT,83,529,17,30,2013-11-04T22:00:00Z
2013,11,9,1831,1819,12,2138,2139,-1,UA,1075,N39726,EWR,SNA,332,2434,18,19,2013-11-09T23:00:00Z
2013,7,13,753,759,-6,1031,1024,7,DL,2047,N360NW,LGA,ATL,118,762,7,59,2013-07-13T11:00:00Z
2013,5,23,2038,2031,7,4,2348,16,B6,1069,N508JB,JFK,AUS,210,1521,20,31,2013-05-24T00:00:00Z
2013,12,2,634,635,-1,847,849,-2,EV,4412,N12145,EWR,MSP,173,1008,6,35,2013-12-02T11:00:00Z
2013,1,9,917,830,47,1149,1106,43,F9,835,N206FR,LGA,DEN,244,1620,8,30,2013-01-09T13:00:00Z
2013,4,18,1459,1459,0,1724,1718,6,B6,1275,N306JB,JFK,CHS,92,636,14,59,2013-04-18T18:00:00Z
2013,5,8,2128,2100,28,110,30,40,DL,2363,N705TW,JFK,LAX,317,2475,21,0,2013-05-09T01:00:00Z
2013,12,19,1301,1300,1,1511,1528,-17,DL,1163,N990AT,EWR,ATL,109,746,13,0,2013-12-19T18:00:00Z
2013,2,15,1544,1550,-6,1753,1820,-27,9E,3540,N907XJ,JFK,MSP,151,1029,15,50,2013-02-15T20:00:00Z
2013,12,14,653,635,18,913,901,12,UA,1162,N39461,EWR,DEN,231,1605,6,35,2013-12-14T11:00:00Z
2013,9,18,1754,1800,-6,1941,2001,-20,DL,2331,N320NB,LGA,DTW,72,502,18,0,2013-09-18T22:00:00Z
2013,11,22,1253,1300,-7,1611,1605,6,VX,165,N629VA,EWR,LAX,360,2454,13,0,2013-11-22T18:00:00Z
2013,3,19,1145,1100,45,1311,1209,62,US,2124,N951UW,LGA,BOS,41,184,11,0,2013-03-19T15:00:00Z
2013,1,3,1110,1115,-5,1425,1425,0,AA,2099,N3HCAA,LGA,MIA,170,1096,11,15,2013-01-03T16:00:00Z
2013,6,13,923,930,-7,1119,1042,37,B6,42,N187JB,JFK,SYR,52,209,9,30,2013-06-13T13:00:00Z
2013,11,15,834,837,-3,1123,1148,-25,UA,1440,N15710,EWR,PBI,144,1023,8,37,2013-11-15T13:00:00Z
2013,8,1,943,945,-2,1132,1120,12,WN,2431,N282WN,LGA,MDW,113,725,9,45,2013-08-01T13:00:00Z
2013,12,31,NA,754,NA,NA,1118,NA,UA,1455,NA,EWR,LAX,NA,2454,7,54,2013-12-31T12:00:00Z
2013,12,15,1834,1815,19,2055,2100,-5,DL,2065,N351NW,JFK,ATL,121,760,18,15,2013-12-15T23:00:00Z
2013,10,10,1441,1445,-4,1616,1629,-13,9E,3318,N917XJ,JFK,BUF,52,301,14,45,2013-10-10T18:00:00Z
2013,1,13,1649,1610,39,1820,1800,20,AA,341,N597AA,LGA,ORD,129,733,16,10,2013-01-13T21:00:00Z
2013,4,21,1458,1459,-1,1658,1653,5,EV,4326,N48901,EWR,CLT,91,529,14,59,2013-04-21T18:00:00Z
2013,8,27,1520,1450,30,1800,1755,5,UA,363,N451UA,EWR,FLL,129,1065,14,50,2013-08-27T18:00:00Z
2013,8,26,1053,1055,-2,1223,1235,-12,MQ,3466,N722MQ,LGA,RDU,65,431,10,55,2013-08-26T14:00:00Z
2013,11,7,2152,2125,27,2353,2328,25,EV,3845,N11536,EWR,GSP,102,594,21,25,2013-11-08T02:00:00Z
2013,6,25,1855,1759,56,2128,2046,42,B6,299,N663JB,LGA,MCO,130,950,17,59,2013-06-25T21:00:00Z
2013,3,20,1725,1729,-4,2041,2057,-16,UA,512,N502UA,JFK,SFO,359,2586,17,29,2013-03-20T21:00:00Z
2013,4,23,1816,1805,11,2125,2128,-3,B6,217,N579JB,JFK,LGB,350,2465,18,5,2013-04-23T22:00:00Z
2013,12,12,813,815,-2,1101,1123,-22,B6,281,N304JB,JFK,HOU,208,1428,8,15,2013-12-12T13:00:00Z
2013,10,3,1056,1100,-4,1250,1309,-19,DL,2452,N318NB,LGA,DTW,82,502,11,0,2013-10-03T15:00:00Z
2013,10,31,1653,1659,-6,2006,2006,0,DL,706,N3736C,JFK,AUS,220,1521,16,59,2013-10-31T20:00:00Z
2013,11,4,1259,1300,-1,1400,1417,-17,EV,6054,N16546,EWR,IAD,47,212,13,0,2013-11-04T18:00:00Z
2013,3,15,1602,1545,17,1944,1907,37,UA,132,N33132,JFK,LAX,358,2475,15,45,2013-03-15T19:00:00Z
2013,9,24,700,700,0,822,835,-13,WN,329,N258WN,EWR,STL,127,872,7,0,2013-09-24T11:00:00Z
2013,8,31,1645,1620,25,1959,1940,19,AA,1559,N3CPAA,LGA,MIA,145,1096,16,20,2013-08-31T20:00:00Z
2013,5,9,1423,1415,8,1612,1610,2,MQ,4588,N506MQ,LGA,MSP,141,1020,14,15,2013-05-09T18:00:00Z
2013,7,14,1319,1328,-9,1515,1530,-15,9E,3698,N8942A,EWR,CVG,84,569,13,28,2013-07-14T17:00:00Z
2013,3,25,1340,1345,-5,1659,1705,-6,AA,117,N329AA,JFK,LAX,330,2475,13,45,2013-03-25T17:00:00Z
2013,12,23,626,630,-4,920,919,1,B6,1099,N519JB,LGA,MCO,141,950,6,30,2013-12-23T11:00:00Z
2013,8,2,1739,1630,69,1936,1845,51,MQ,3556,N723MQ,LGA,DTW,91,502,16,30,2013-08-02T20:00:00Z
2013,6,21,1849,1735,74,2138,2030,68,AA,145,N3HSAA,JFK,SAN,311,2446,17,35,2013-06-21T21:00:00Z
2013,12,25,1153,1155,-2,1409,1417,-8,EV,4495,N13903,EWR,SAV,115,708,11,55,2013-12-25T16:00:00Z
2013,9,23,2017,2029,-12,2151,2216,-25,EV,5956,N13995,LGA,CLE,64,419,20,29,2013-09-24T00:00:00Z
2013,7,8,618,620,-2,841,843,-2,DL,1743,N610DL,JFK,ATL,112,760,6,20,2013-07-08T10:00:00Z
2013,10,21,658,659,-1,959,1007,-8,UA,1183,N53441,EWR,RSW,162,1068,6,59,2013-10-21T10:00:00Z
2013,9,18,653,700,-7,852,900,-8,9E,3769,N8390A,EWR,CVG,90,569,7,0,2013-09-18T11:00:00Z
2013,10,12,1448,1455,-7,1626,1645,-19,MQ,2815,N918MQ,JFK,CLE,71,425,14,55,2013-10-12T18:00:00Z
2013,8,17,1003,1005,-2,1106,1120,-14,MQ,3611,N0EGMQ,EWR,ORD,108,719,10,5,2013-08-17T14:00:00Z
2013,5,3,1855,1825,30,1957,2005,-8,WN,1354,N923WN,LGA,BNA,107,764,18,25,2013-05-03T22:00:00Z
2013,6,12,1501,1445,16,1744,1740,4,AA,759,N3DSAA,LGA,DFW,177,1389,14,45,2013-06-12T18:00:00Z
2013,5,23,NA,1900,NA,NA,2048,NA,EV,5038,N760EV,LGA,BHM,NA,866,19,0,2013-05-23T23:00:00Z
2013,7,9,1535,1448,47,1842,1741,61,UA,1217,N39726,EWR,TPA,154,997,14,48,2013-07-09T18:00:00Z
2013,3,15,606,610,-4,851,910,-19,AA,1895,N5CSAA,EWR,MIA,145,1085,6,10,2013-03-15T10:00:00Z
2013,10,20,841,845,-4,1105,1107,-2,UA,1643,N19130,EWR,DEN,230,1605,8,45,2013-10-20T12:00:00Z
2013,11,10,2252,2140,72,2357,2250,67,MQ,3660,N515MQ,LGA,BNA,108,764,21,40,2013-11-11T02:00:00Z
2013,5,17,2036,2030,6,2316,2356,-40,B6,677,N746JB,JFK,LAX,317,2475,20,30,2013-05-18T00:00:00Z
2013,9,12,1446,1425,21,1751,1650,61,MQ,3669,N508MQ,LGA,ATL,114,762,14,25,2013-09-12T18:00:00Z
2013,1,18,1556,1600,-4,1721,1717,4,US,2181,N751UW,LGA,DCA,42,214,16,0,2013-01-18T21:00:00Z
2013,9,5,909,915,-6,1015,1044,-29,EV,5480,N750EV,LGA,SYR,37,198,9,15,2013-09-05T13:00:00Z
2013,12,3,1507,1429,38,1831,1737,54,B6,301,N589JB,JFK,FLL,161,1069,14,29,2013-12-03T19:00:00Z
2013,5,22,2140,1805,215,2329,1954,215,UA,1053,N33209,EWR,CLE,62,404,18,5,2013-05-22T22:00:00Z
2013,1,12,547,540,7,1005,1017,-12,B6,725,N510JB,JFK,BQN,177,1576,5,40,2013-01-12T10:00:00Z
2013,4,4,1825,1655,90,2129,2030,59,VX,413,N622VA,JFK,LAX,328,2475,16,55,2013-04-04T20:00:00Z
2013,11,27,1444,1446,-2,1748,1753,-5,B6,325,N556JB,JFK,TPA,162,1005,14,46,2013-11-27T19:00:00Z
2013,10,15,1229,1229,0,1421,1425,-4,EV,3848,N13913,EWR,CLT,79,529,12,29,2013-10-15T16:00:00Z
